timestamp,tcp_established,tcp_syn_recv,tcp_time_wait,tcp_listen
1774516274,0,0,0,0
1774516275,0,0,0,0
1774516276,0,0,0,0
1774516277,0,0,0,0
1774516278,0,0,0,0
1774516279,0,0,0,0
1774516280,0,0,0,0
1774516281,0,0,0,0
1774516282,0,0,0,0
1774516283,0,0,0,0
1774516284,0,0,0,0
1774516285,0,0,0,0
1774516286,0,0,0,0
1774516287,0,0,0,0
1774516288,0,0,0,0
1774516289,0,0,0,0
1774516290,0,0,0,0
1774516291,0,0,0,0
1774516292,0,0,0,0
1774516293,0,0,0,0
1774516294,0,0,0,0
1774516295,0,0,0,0
1774516296,0,0,0,0
1774516297,0,0,0,0
1774516298,0,0,0,0
1774516300,0,0,0,0
1774516301,0,0,0,0
1774516302,0,0,0,0
1774516303,0,0,0,0
1774516304,0,0,0,0
1774516305,0,0,0,0
1774516306,0,0,0,0
1774516307,0,0,0,0
1774516308,0,0,0,0
1774516309,0,0,0,0
1774516310,0,0,0,0
1774516311,0,0,0,0
1774516312,0,0,0,0
1774516313,0,0,0,0
1774516314,0,0,0,0
1774516315,0,0,0,0
1774516316,0,0,0,0
1774516317,0,0,0,0
1774516318,0,0,0,0
1774516319,0,0,0,0
1774516320,0,0,0,0
1774516321,0,0,0,0
1774516322,0,0,0,0
1774516323,0,0,0,0
1774516324,0,0,0,0
1774516325,0,0,0,0
1774516326,0,0,0,0
1774516327,0,0,0,0
1774516328,0,0,0,0
1774516329,0,0,0,0
1774516330,0,0,0,0
1774516331,0,0,0,0
1774516332,0,0,0,0
1774516333,0,0,0,0
1774516334,0,0,0,0
1774516335,0,0,0,0
1774516336,0,0,0,0
1774516337,0,0,0,0
1774516338,0,0,0,0
1774516339,0,0,0,0
1774516340,0,0,0,0
1774516341,0,0,0,0
1774516342,0,0,0,0
1774516344,0,0,0,0
1774516345,0,0,0,0
1774516346,0,0,0,0
1774516347,0,0,0,0
1774516348,0,0,0,0
1774516349,0,0,0,0
1774516350,0,0,0,0
1774516351,0,0,0,0
1774516352,0,0,0,0
1774516353,0,0,0,0
1774516354,0,0,0,0
1774516355,0,0,0,0
1774516356,0,0,0,0
1774516357,0,0,0,0
1774516358,0,0,0,0
1774516359,0,0,0,0
1774516360,0,0,0,0
1774516361,0,0,0,0
1774516362,0,0,0,0
1774516363,0,0,0,0
1774516364,0,0,0,0
1774516365,0,0,0,0
1774516366,0,0,0,0
1774516367,0,0,0,0
1774516368,0,0,0,0
1774516369,0,0,0,0
1774516370,0,0,0,0
1774516371,0,0,0,0
1774516372,0,0,0,0
1774516373,0,0,0,0
1774516374,0,0,0,0
1774516375,0,0,0,0
1774516376,0,0,0,0
1774516377,0,0,0,0
1774516378,0,0,0,0
1774516379,0,0,0,0
1774516380,0,0,0,0
1774516381,0,0,0,0
1774516382,0,0,0,0
1774516383,0,0,0,0
1774516384,0,0,0,0
1774516385,0,0,0,0
1774516386,0,0,0,0
1774516387,0,0,0,0
1774516388,0,0,0,0
1774516390,0,0,0,0
1774516391,0,0,0,0
1774516392,0,0,0,0
1774516393,0,0,0,0
1774516394,0,0,0,0
1774516395,0,0,0,0
1774516396,0,0,0,0
1774516397,0,0,0,0
1774516398,0,0,0,0
1774516399,0,0,0,0
1774516400,0,0,0,0
1774516401,0,0,0,0
1774516402,0,0,0,0
1774516403,0,0,0,0
1774516404,0,0,0,0
1774516405,0,0,0,0
1774516406,0,0,0,0
1774516407,0,0,0,0
1774516408,0,0,0,0
1774516409,0,0,0,0
1774516410,0,0,0,0
1774516411,0,0,0,0
1774516412,0,0,0,0
1774516413,0,0,0,0
1774516414,0,0,0,0
1774516415,0,0,0,0
1774516416,0,0,0,0
1774516417,0,0,0,0
1774516418,0,0,0,0
1774516419,0,0,0,0
1774516420,0,0,0,0
1774516421,0,0,0,0
1774516422,0,0,0,0
1774516423,0,0,0,0
1774516424,0,0,0,0
1774516425,0,0,0,0
1774516426,0,0,0,0
1774516427,0,0,0,0
1774516428,0,0,0,0
1774516429,0,0,0,0
1774516430,0,0,0,0
1774516431,0,0,0,0
1774516432,0,0,0,0
1774516433,0,0,0,0
1774516434,0,0,0,0
1774516435,0,0,0,0
1774516437,0,0,0,0
1774516438,0,0,0,0
1774516439,0,0,0,0
1774516440,0,0,0,0
1774516441,0,0,0,0
1774516442,0,0,0,0
