worker_id,job_id,status_code,latency_ms,error,response_body
18,16,200,5638,,0.0
17,15,200,5641,,"[false,false,false,false]"
10,3,200,5694,,0.0
5,7,200,5689,,0.0
11,12,200,5911,,0.0
6,8,200,5937,,0.0
4,1,200,6485,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
13,5,200,6485,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
8,10,200,6698,,0.0
7,9,200,6714,,0.0
1,2,200,6867,,-9.0
16,14,200,7089,,0.0
9,0,200,7107,,0.02352941211532144
3,11,200,7963,,0.0
17,21,200,3923,,0.0
10,22,200,4067,,0.0
18,20,200,4186,,"[false,false,false,false,false,false,false]"
15,19,200,10037,,0.0
13,27,200,3646,,0.0
6,25,200,4714,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
8,28,200,4173,,0.0
19,17,200,11673,,0.0
5,23,200,6224,,0.0
16,31,200,4971,,0.0
3,33,200,4372,,0.0
0,13,200,12679,,0.0
12,6,500,12997,,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?>
<ows:ExceptionReport version=""2.0.1""
    xsi:schemaLocation=""http://www.opengis.net/ows/2.0 http://schemas.opengis.net/ows/2.0/owsExceptionReport.xsd""
    xmlns:ows=""http://www.opengis.net/ows/2.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xlink=""http://www.w3.org/1999/xlink"">
    <ows:Exception exceptionCode=""RasdamanRequestFailed"" >
        <ows:ExceptionText>Error querying rasdaman with rasql 'Select sdom(clip( c, LINESTRING(95842 28 13,95842 28 13) ))  FROM DWD_5min_4326 AS c'. Reason: std::bad_array_new_length</ows:ExceptionText>
    </ows:Exception>
</ows:ExceptionReport>
"
18,36,200,3612,,0.0
6,39,200,3235,,0.0
8,40,200,3340,,0.0
19,41,200,2969,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
7,29,200,8009,,0.0
9,32,200,7940,,0.0
10,35,200,5370,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
11,24,200,9542,,0.0
17,34,200,6021,,0.0
4,26,500,15925,,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?>
<ows:ExceptionReport version=""2.0.1""
    xsi:schemaLocation=""http://www.opengis.net/ows/2.0 http://schemas.opengis.net/ows/2.0/owsExceptionReport.xsd""
    xmlns:ows=""http://www.opengis.net/ows/2.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xlink=""http://www.w3.org/1999/xlink"">
    <ows:Exception exceptionCode=""RasdamanRequestFailed"" >
        <ows:ExceptionText>Error querying rasdaman with rasql 'Select sdom(clip( c, LINESTRING(30203 29 15,30203 29 15) ))  FROM DWD_5min_4326 AS c'. Reason: std::bad_array_new_length</ows:ExceptionText>
    </ows:Exception>
</ows:ExceptionReport>
"
2,4,200,25521,,"""-9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
14,18,200,25937,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 0 0 0"""
1,30,200,20400,,"""0 0 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0"""
15,37,200,17829,,"""0 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0.01666666691501935 0 0.1368421073022642 0 0"""
13,38,200,17790,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
