timestamp,disk_used_percent,disk_available_gb,disk_total_gb
1774591306,3,241,247
1774591307,3,241,247
1774591308,3,241,247
1774591309,3,241,247
1774591310,3,241,247
1774591311,3,241,247
1774591312,3,241,247
1774591313,3,241,247
1774591314,3,241,247
1774591316,3,241,247
1774591317,3,241,247
1774591318,3,241,247
1774591319,3,241,247
1774591320,3,241,247
1774591321,3,241,247
1774591322,3,241,247
1774591323,3,241,247
1774591324,3,241,247
1774591325,3,241,247
1774591326,3,241,247
1774591327,3,241,247
1774591328,3,241,247
1774591329,3,241,247
1774591330,3,241,247
1774591331,3,241,247
1774591332,3,241,247
1774591333,3,241,247
1774591334,3,241,247
1774591335,3,241,247
1774591336,3,241,247
1774591337,3,241,247
1774591338,3,241,247
1774591339,3,241,247
1774591340,3,241,247
1774591341,3,241,247
1774591342,3,241,247
1774591343,3,241,247
1774591344,3,241,247
1774591345,3,241,247
1774591346,3,241,247
1774591347,3,241,247
1774591348,3,241,247
1774591349,3,241,247
1774591350,3,241,247
1774591351,3,241,247
1774591352,3,241,247
1774591353,3,241,247
1774591354,3,241,247
1774591355,3,241,247
1774591356,3,241,247
1774591357,3,241,247
1774591358,3,241,247
1774591359,3,241,247
1774591360,3,241,247
1774591361,3,241,247
1774591362,3,241,247
1774591363,3,241,247
1774591364,3,241,247
1774591365,3,241,247
1774591366,3,241,247
1774591367,3,241,247
1774591368,3,241,247
1774591369,3,241,247
1774591370,3,241,247
1774591371,3,241,247
1774591372,3,241,247
1774591373,3,241,247
1774591374,3,241,247
1774591375,3,241,247
1774591376,3,241,247
1774591377,3,241,247
1774591378,3,241,247
1774591379,3,241,247
1774591380,3,241,247
1774591381,3,241,247
1774591382,3,241,247
1774591383,3,241,247
1774591384,3,241,247
1774591385,3,241,247
1774591386,3,241,247
1774591387,3,241,247
1774591388,3,241,247
1774591389,3,241,247
1774591390,3,241,247
1774591391,3,241,247
1774591392,3,241,247
1774591393,3,241,247
1774591394,3,241,247
1774591395,3,241,247
1774591396,3,241,247
1774591397,3,241,247
1774591398,3,241,247
1774591399,3,241,247
1774591400,3,241,247
1774591401,3,241,247
1774591402,3,241,247
1774591403,3,241,247
1774591404,3,241,247
1774591405,3,241,247
1774591406,3,241,247
1774591407,3,241,247
1774591408,3,241,247
1774591409,3,241,247
1774591410,3,241,247
1774591411,3,241,247
1774591412,3,241,247
1774591413,3,241,247
1774591414,3,241,247
1774591415,3,241,247
1774591416,3,241,247
1774591417,3,241,247
1774591418,3,241,247
1774591419,3,241,247
1774591420,3,241,247
1774591422,3,241,247
1774591423,3,241,247
1774591424,3,241,247
1774591425,3,241,247
1774591426,3,241,247
1774591427,3,241,247
1774591428,3,241,247
1774591429,3,241,247
1774591430,3,241,247
1774591431,3,241,247
1774591432,3,241,247
1774591433,3,241,247
1774591434,3,241,247
1774591435,3,241,247
1774591436,3,241,247
1774591437,3,241,247
1774591438,3,241,247
1774591439,3,241,247
1774591440,3,241,247
1774591441,3,241,247
1774591442,3,241,247
1774591443,3,241,247
1774591444,3,241,247
