timestamp,mem_available
1774507328,94.80
1774507329,94.85
1774507330,95.83
1774507331,95.70
1774507332,95.80
1774507334,95.82
1774507335,95.80
1774507336,95.44
1774507337,95.29
1774507338,95.41
1774507339,95.21
1774507340,95.35
1774507341,95.49
1774507342,95.57
1774507343,95.38
1774507344,95.21
1774507345,95.27
1774507346,95.14
1774507347,95.30
1774507348,95.10
1774507349,95.73
1774507350,95.69
1774507351,95.82
1774507352,95.80
1774507353,95.24
1774507354,95.07
1774507355,95.58
1774507356,95.25
1774507357,95.24
1774507358,95.33
1774507359,95.33
1774507360,95.26
1774507361,95.16
1774507362,95.59
1774507363,95.64
1774507364,95.18
1774507365,94.89
1774507366,95.01
1774507367,95.06
1774507368,95.78
1774507369,95.73
1774507370,95.98
1774507371,96.00
1774507372,95.38
1774507373,95.47
1774507374,95.54
1774507375,95.34
1774507376,95.45
1774507377,94.97
1774507378,94.80
1774507379,95.69
1774507380,95.58
1774507381,95.71
1774507382,95.67
1774507383,95.67
1774507384,95.28
1774507385,95.13
1774507386,95.23
1774507387,95.27
1774507388,95.21
1774507389,95.01
1774507390,95.17
1774507391,95.25
1774507392,95.38
1774507393,95.38
1774507394,95.55
1774507395,95.71
1774507396,95.74
1774507397,95.73
1774507398,95.75
1774507399,95.72
1774507400,95.70
1774507401,95.73
1774507402,95.85
1774507403,95.88
1774507404,95.77
1774507405,95.25
1774507406,95.15
1774507407,95.19
1774507408,95.09
1774507409,94.95
1774507410,95.01
1774507411,95.23
1774507412,95.24
1774507413,95.97
1774507414,95.44
1774507415,95.22
1774507416,95.45
1774507417,95.54
1774507418,95.58
1774507419,95.74
1774507420,95.78
1774507421,95.92
1774507422,95.92
1774507424,95.72
1774507425,95.25
1774507426,95.05
1774507427,95.18
1774507428,95.32
1774507429,94.88
1774507430,95.29
1774507431,95.37
1774507432,95.47
1774507433,95.14
1774507434,94.99
1774507435,95.04
1774507436,95.08
1774507437,95.14
1774507438,95.30
1774507439,95.36
1774507440,95.45
1774507441,95.49
1774507442,95.57
1774507443,95.62
1774507444,95.65
1774507445,95.85
1774507446,95.84
1774507447,95.85
1774507448,95.87
1774507449,95.86
1774507450,95.88
1774507451,95.86
1774507452,95.91
1774507453,95.93
1774507454,95.93
1774507455,95.92
1774507456,95.91
1774507457,95.90
1774507458,95.93
1774507459,95.92
1774507460,95.91
1774507461,95.90
1774507462,95.88
1774507463,95.87
1774507464,95.87
1774507465,95.86
1774507466,95.85
1774507467,95.85
1774507468,95.90
1774507469,95.95
1774507470,95.72
1774507472,95.57
1774507473,95.50
1774507474,95.46
1774507475,95.44
1774507476,95.43
1774507477,95.28
1774507478,95.19
1774507479,95.22
1774507480,95.43
1774507481,95.56
1774507482,95.75
1774507483,95.79
1774507484,95.62
1774507485,95.83
1774507486,95.26
1774507487,95.13
1774507488,95.05
1774507489,95.12
1774507490,94.97
1774507491,94.97
1774507492,95.30
1774507493,95.34
1774507494,95.37
1774507495,95.55
1774507496,95.55
1774507497,95.08
1774507498,95.10
1774507499,95.14
1774507500,95.08
1774507501,95.18
1774507502,95.23
1774507503,95.28
1774507504,95.49
1774507505,95.59
1774507506,95.44
1774507507,95.49
1774507508,95.67
1774507509,95.65
1774507510,95.12
1774507511,95.18
1774507512,95.10
1774507513,95.20
1774507514,95.38
1774507515,95.50
1774507516,95.50
1774507517,95.50
1774507518,95.44
1774507519,95.19
1774507520,95.34
1774507521,95.24
1774507522,94.94
1774507523,95.02
1774507524,95.09
1774507525,95.06
1774507526,94.84
1774507527,94.74
1774507528,94.73
1774507529,95.01
1774507530,95.07
1774507531,95.05
1774507532,95.09
1774507533,95.05
1774507534,95.11
1774507535,95.05
1774507536,94.84
1774507537,94.82
1774507538,94.89
1774507539,95.14
1774507540,94.63
1774507541,94.77
1774507542,94.85
1774507543,94.13
1774507544,94.22
1774507545,94.59
1774507546,94.78
1774507547,95.04
1774507548,95.10
1774507549,95.25
1774507550,95.45
1774507551,95.63
1774507552,95.02
1774507553,94.82
1774507554,94.87
1774507555,94.93
1774507557,94.99
1774507558,94.87
1774507559,94.93
1774507560,95.12
1774507561,95.21
1774507562,95.22
1774507563,95.30
1774507564,94.87
1774507565,94.81
1774507566,94.83
1774507567,94.57
1774507568,94.56
1774507569,94.84
1774507570,94.81
1774507571,94.91
1774507572,94.86
1774507573,94.80
1774507574,94.46
1774507575,94.59
1774507576,94.87
1774507577,94.91
1774507578,95.06
1774507579,94.50
1774507580,94.50
1774507581,94.86
1774507582,94.42
1774507583,94.57
1774507584,94.93
1774507585,94.39
1774507586,94.58
1774507587,94.62
1774507588,94.85
1774507589,94.61
1774507590,94.67
1774507591,95.14
1774507592,94.71
1774507593,94.72
1774507594,95.18
1774507595,94.82
1774507596,94.86
1774507597,94.93
1774507598,94.96
1774507599,94.91
1774507600,94.92
1774507601,95.02
1774507602,94.63
1774507603,94.81
1774507604,95.11
1774507605,95.97
1774507606,96.02
1774507607,96.07
1774507608,96.12
1774507609,96.16
1774507610,96.24
1774507611,96.26
1774507612,96.28
1774507613,96.28
1774507614,96.30
1774507615,96.37
1774507616,96.37
1774507617,96.37
1774507618,96.38
1774507619,96.37
1774507620,96.37
1774507621,96.37
1774507622,96.37
1774507623,96.37
1774507624,96.37
1774507625,96.37
1774507626,96.37
1774507627,96.37
1774507628,96.37
1774507629,96.37
1774507630,96.37
1774507631,96.37
1774507632,96.37
1774507633,96.37
1774507634,96.37
1774507635,96.37
1774507636,96.37
1774507637,96.37
1774507638,96.37
1774507639,96.37
1774507640,96.37
1774507641,96.37
1774507642,96.38
1774507643,96.38
1774507644,96.38
1774507646,96.38
1774507647,96.38
1774507648,96.38
1774507649,96.38
1774507650,96.38
1774507651,96.39
1774507652,96.39
1774507653,96.38
1774507654,96.38
