timestamp,disk_used_percent,disk_available_gb,disk_total_gb
1773818870,4,59,61
1773818871,4,59,61
1773818872,4,59,61
1773818873,4,59,61
1773818874,4,59,61
1773818875,4,59,61
1773818876,4,59,61
1773818877,4,59,61
1773818878,4,59,61
1773818879,4,59,61
1773818880,4,59,61
1773818881,4,59,61
1773818882,4,59,61
1773818883,4,59,61
1773818884,4,59,61
1773818885,4,59,61
1773818886,4,59,61
1773818887,4,59,61
1773818888,4,59,61
1773818889,4,59,61
1773818890,4,59,61
1773818891,5,59,61
1773818892,5,59,61
1773818893,5,59,61
1773818894,5,59,61
1773818895,5,59,61
1773818896,5,59,61
1773818897,5,59,61
1773818898,5,59,61
1773818899,5,59,61
1773818900,5,59,61
1773818901,5,59,61
1773818902,5,59,61
1773818903,5,59,61
1773818904,5,59,61
1773818905,5,59,61
1773818906,5,59,61
1773818907,5,59,61
1773818908,5,59,61
1773818910,5,59,61
1773818911,5,59,61
1773818912,5,59,61
1773818913,5,59,61
1773818914,5,59,61
1773818915,5,59,61
1773818916,5,59,61
1773818917,5,59,61
1773818918,5,59,61
1773818919,5,59,61
1773818920,5,59,61
1773818921,5,59,61
1773818922,5,59,61
1773818923,5,59,61
1773818924,5,59,61
1773818925,5,59,61
1773818926,5,59,61
1773818927,5,59,61
1773818928,5,59,61
1773818929,5,59,61
1773818930,5,59,61
1773818931,5,59,61
1773818932,5,59,61
1773818933,5,59,61
1773818934,5,59,61
1773818935,5,59,61
1773818936,5,59,61
1773818937,5,59,61
1773818938,5,59,61
1773818939,5,59,61
1773818940,5,59,61
1773818941,5,59,61
1773818942,5,59,61
1773818943,5,59,61
1773818944,5,59,61
1773818945,5,59,61
1773818946,5,59,61
1773818947,5,59,61
1773818948,5,59,61
1773818949,5,59,61
1773818950,5,59,61
1773818951,5,59,61
1773818952,5,59,61
1773818953,5,59,61
1773818954,5,59,61
1773818955,5,59,61
1773818956,5,59,61
1773818957,5,59,61
1773818958,5,59,61
1773818959,5,59,61
1773818960,5,59,61
1773818961,5,59,61
1773818962,5,58,61
1773818963,5,58,61
1773818964,5,58,61
1773818965,5,58,61
1773818966,5,58,61
1773818967,5,58,61
1773818968,5,58,61
1773818969,6,58,61
1773818970,5,58,61
1773818971,5,58,61
1773818972,5,58,61
1773818973,5,58,61
1773818974,5,58,61
1773818975,5,58,61
1773818976,5,58,61
1773818977,5,58,61
1773818978,5,58,61
1773818979,5,58,61
1773818980,5,58,61
1773818981,5,58,61
1773818982,5,58,61
1773818983,5,58,61
1773818984,5,58,61
1773818985,5,58,61
1773818986,5,58,61
1773818987,5,58,61
1773818988,5,58,61
1773818989,5,58,61
1773818990,5,58,61
1773818991,5,58,61
1773818992,5,58,61
1773818993,5,58,61
1773818994,5,58,61
1773818995,5,58,61
1773818996,5,58,61
1773818997,5,58,61
1773818998,5,58,61
1773818999,5,58,61
1773819000,5,58,61
1773819001,5,58,61
1773819002,5,58,61
1773819003,5,58,61
1773819004,5,58,61
1773819005,5,58,61
1773819006,5,58,61
1773819007,5,58,61
1773819008,5,58,61
1773819009,5,58,61
1773819010,5,58,61
1773819011,5,58,61
1773819012,5,58,61
1773819013,5,58,61
1773819014,5,58,61
1773819015,5,58,61
1773819016,5,58,61
1773819017,5,58,61
1773819018,5,58,61
1773819019,5,58,61
1773819020,5,58,61
1773819021,5,58,61
1773819022,5,58,61
1773819023,5,58,61
1773819024,5,58,61
1773819025,5,58,61
1773819026,5,58,61
1773819027,5,58,61
1773819028,5,58,61
1773819029,5,58,61
1773819030,5,58,61
1773819031,5,58,61
1773819032,5,58,61
1773819033,5,58,61
1773819034,5,58,61
1773819035,5,58,61
1773819036,5,58,61
1773819037,5,58,61
1773819038,5,58,61
1773819039,5,58,61
1773819040,5,58,61
1773819041,5,58,61
1773819042,5,58,61
1773819043,5,58,61
1773819044,5,58,61
1773819045,5,58,61
1773819046,5,58,61
1773819047,5,58,61
1773819048,5,58,61
1773819049,5,58,61
1773819050,5,58,61
1773819051,5,58,61
1773819052,5,58,61
1773819053,5,58,61
1773819054,5,58,61
1773819055,5,58,61
1773819056,5,58,61
1773819057,5,58,61
1773819058,5,58,61
1773819059,5,58,61
1773819060,5,58,61
1773819061,5,58,61
1773819062,5,58,61
1773819063,5,58,61
1773819064,5,58,61
1773819066,5,58,61
1773819067,5,58,61
1773819068,5,58,61
1773819069,5,58,61
1773819070,5,58,61
1773819071,5,58,61
1773819072,5,58,61
1773819073,5,58,61
1773819074,5,58,61
1773819075,5,58,61
1773819076,5,58,61
1773819077,5,58,61
1773819078,5,58,61
1773819079,5,58,61
1773819080,5,58,61
1773819081,5,58,61
1773819082,5,58,61
1773819083,5,58,61
1773819084,5,58,61
1773819085,5,58,61
1773819086,5,58,61
