timestamp,disk_used_percent,disk_available_gb,disk_total_gb
1774506650,3,240,247
1774506651,3,240,247
1774506652,3,240,247
1774506653,3,240,247
1774506654,3,240,247
1774506655,3,240,247
1774506656,3,240,247
1774506657,3,240,247
1774506658,3,240,247
1774506659,3,240,247
1774506660,3,240,247
1774506661,3,240,247
1774506662,3,240,247
1774506663,3,240,247
1774506664,3,240,247
1774506665,3,240,247
1774506666,3,240,247
1774506667,3,240,247
1774506668,3,240,247
1774506669,3,240,247
1774506670,3,240,247
1774506671,3,240,247
1774506672,3,240,247
1774506673,3,240,247
1774506674,3,240,247
1774506675,3,240,247
1774506676,3,240,247
1774506677,3,240,247
1774506678,3,240,247
1774506679,3,240,247
1774506680,3,240,247
1774506681,3,240,247
1774506682,3,240,247
1774506683,3,240,247
1774506684,3,240,247
1774506685,3,240,247
1774506686,3,240,247
1774506687,3,240,247
1774506688,3,240,247
1774506689,3,240,247
1774506690,3,240,247
1774506691,3,240,247
1774506692,3,240,247
1774506693,3,240,247
1774506694,3,240,247
1774506695,3,240,247
1774506696,3,240,247
1774506697,3,240,247
1774506698,3,240,247
1774506699,3,240,247
1774506700,3,240,247
1774506701,3,240,247
1774506702,3,240,247
1774506703,3,240,247
1774506704,3,240,247
1774506705,3,240,247
1774506706,3,240,247
1774506707,3,240,247
1774506708,3,240,247
1774506709,3,240,247
1774506710,3,240,247
1774506711,3,240,247
1774506712,3,240,247
1774506713,3,240,247
1774506714,3,240,247
1774506715,3,240,247
1774506716,3,240,247
1774506717,3,240,247
1774506718,3,240,247
1774506719,3,240,247
1774506720,3,240,247
1774506722,3,240,247
1774506723,3,240,247
1774506724,3,240,247
1774506725,3,240,247
1774506726,3,240,247
1774506727,3,240,247
1774506728,3,240,247
1774506729,3,240,247
1774506730,3,240,247
1774506731,3,240,247
1774506732,3,240,247
1774506733,3,240,247
1774506734,3,240,247
1774506735,3,240,247
1774506736,3,240,247
1774506737,3,240,247
1774506738,3,240,247
1774506739,3,240,247
1774506740,3,240,247
1774506741,3,240,247
1774506742,3,240,247
1774506743,3,240,247
1774506744,3,240,247
1774506745,3,240,247
1774506746,3,240,247
1774506747,3,240,247
1774506748,3,240,247
1774506749,3,240,247
1774506750,3,240,247
1774506751,3,240,247
1774506752,3,240,247
1774506753,3,240,247
1774506754,3,240,247
1774506755,3,240,247
1774506756,3,240,247
1774506757,3,240,247
1774506758,3,240,247
1774506759,3,240,247
1774506760,3,240,247
1774506761,3,240,247
1774506762,3,240,247
1774506763,3,240,247
1774506764,3,240,247
1774506765,3,240,247
1774506766,3,240,247
1774506767,3,240,247
1774506768,3,240,247
1774506769,3,240,247
1774506770,3,240,247
1774506771,3,240,247
1774506772,3,240,247
1774506773,3,240,247
1774506774,3,240,247
1774506775,3,240,247
1774506776,3,240,247
1774506777,3,240,247
1774506778,3,240,247
1774506779,3,240,247
1774506780,3,240,247
1774506781,3,240,247
1774506782,3,240,247
1774506783,3,240,247
1774506784,3,240,247
1774506785,3,240,247
1774506786,3,240,247
1774506787,3,240,247
1774506788,3,240,247
1774506789,3,240,247
1774506790,3,240,247
1774506791,3,240,247
1774506792,3,240,247
1774506793,3,240,247
1774506794,3,240,247
1774506795,3,240,247
1774506796,3,240,247
1774506797,3,240,247
1774506798,3,240,247
1774506799,3,240,247
1774506800,3,240,247
1774506801,3,240,247
1774506802,3,240,247
1774506803,3,240,247
1774506804,3,240,247
1774506805,3,240,247
1774506806,3,240,247
1774506807,3,240,247
1774506808,3,240,247
1774506810,3,240,247
1774506811,3,240,247
1774506812,3,240,247
1774506813,3,240,247
1774506814,3,240,247
1774506815,3,240,247
1774506816,3,240,247
1774506817,3,240,247
1774506818,3,240,247
1774506819,3,240,247
1774506820,3,240,247
1774506821,3,240,247
1774506822,3,240,247
1774506823,3,240,247
1774506824,3,240,247
1774506825,3,240,247
1774506826,3,240,247
1774506827,3,240,247
1774506828,3,240,247
1774506829,3,240,247
1774506830,3,240,247
1774506831,3,240,247
1774506832,3,240,247
1774506833,3,240,247
1774506834,3,240,247
1774506835,3,240,247
1774506836,3,240,247
1774506837,3,240,247
1774506838,3,240,247
1774506839,3,240,247
1774506840,3,240,247
1774506841,3,240,247
1774506842,3,240,247
1774506843,3,240,247
1774506844,3,240,247
1774506845,3,240,247
1774506846,3,240,247
1774506847,3,240,247
1774506848,3,240,247
1774506849,3,240,247
1774506850,3,240,247
1774506851,3,240,247
1774506852,3,240,247
1774506853,3,240,247
1774506854,3,240,247
1774506855,3,240,247
1774506856,3,240,247
1774506857,3,240,247
1774506858,3,240,247
1774506859,3,240,247
1774506860,3,240,247
1774506861,3,240,247
1774506862,3,240,247
1774506863,3,240,247
1774506864,3,240,247
1774506865,3,240,247
1774506866,3,240,247
1774506867,3,240,247
1774506868,3,240,247
1774506869,3,240,247
1774506870,3,240,247
1774506871,3,240,247
1774506872,3,240,247
1774506873,3,240,247
1774506874,3,240,247
1774506875,3,240,247
1774506876,3,240,247
1774506877,3,240,247
1774506878,3,240,247
1774506879,3,240,247
1774506880,3,240,247
1774506881,3,240,247
1774506882,3,240,247
1774506883,3,240,247
1774506884,3,240,247
1774506885,3,240,247
