timestamp,cpu_user,cpu_system,cpu_iowait,cpu_idle
1774506683,14.57,11.06,1.51,42.21
1774506684,25.50,7.00,0.00,50.50
1774506685,27.18,19.49,9.23,44.10
1774506686,14.87,18.97,23.08,43.08
1774506687,8.16,14.80,33.67,43.37
1774506688,20.50,18.00,17.00,43.50
1774506689,35.35,16.67,4.04,43.94
1774506690,34.01,15.74,4.57,45.69
1774506691,44.50,8.00,2.00,45.50
1774506692,14.21,16.24,22.34,46.70
1774506693,13.71,27.92,12.18,46.19
1774506694,15.31,36.22,6.12,42.35
1774506695,13.64,35.86,7.07,43.43
1774506696,18.09,27.14,8.54,46.23
1774506697,28.57,27.04,5.61,38.78
1774506698,28.50,17.50,1.00,36.50
1774506699,14.07,8.54,0.00,48.74
1774506700,34.50,14.50,5.50,45.00
1774506701,20.00,33.33,1.03,45.64
1774506702,16.16,41.92,0.51,41.41
1774506703,15.08,39.20,1.51,44.22
1774506704,29.29,27.78,6.06,36.87
1774506705,14.14,8.59,0.00,47.98
1774506706,28.64,8.04,0.00,47.74
1774506707,24.37,16.75,12.69,46.19
1774506708,12.50,16.00,26.00,45.00
1774506709,36.87,10.10,6.06,46.97
1774506710,36.50,14.00,5.00,44.00
1774506711,21.00,10.50,0.00,47.50
1774506712,16.08,8.04,0.00,50.75
1774506713,32.83,14.65,6.57,45.96
1774506714,30.96,13.20,12.18,43.65
1774506715,37.37,23.74,1.01,37.88
1774506716,5.50,6.50,1.00,47.00
1774506717,38.69,10.05,0.00,48.24
1774506718,16.33,14.80,23.98,44.90
1774506719,6.06,11.11,36.87,45.96
1774506720,5.10,11.22,37.24,46.43
1774506721,4.06,8.63,41.62,45.69
1774506722,4.10,6.67,42.56,46.67
1774506723,2.51,12.06,38.69,46.73
1774506724,31.66,16.58,6.53,44.72
1774506725,17.09,11.06,0.50,45.73
1774506726,28.28,8.59,0.00,45.96
1774506727,29.15,16.58,8.54,45.73
1774506728,22.22,19.19,14.14,43.94
1774506729,33.84,12.63,7.58,45.96
1774506730,35.35,25.76,0.00,38.38
1774506731,5.50,6.50,0.00,47.00
1774506732,36.36,9.09,0.00,50.00
1774506733,35.00,15.00,2.50,47.50
1774506734,7.58,14.14,30.81,46.97
1774506735,39.39,11.62,5.56,43.43
1774506736,43.28,8.46,1.49,46.27
1774506737,31.16,16.58,4.52,47.24
1774506738,4.00,4.00,0.00,48.00
1774506739,40.20,8.54,0.00,48.74
1774506740,26.37,19.90,5.97,45.77
1774506741,1.99,6.47,0.00,48.76
1774506742,41.50,9.50,0.00,49.00
1774506743,33.16,18.37,3.57,44.90
1774506745,6.06,5.56,0.51,47.98
1774506746,38.00,8.50,0.00,49.00
1774506747,21.21,21.72,11.62,45.45
1774506748,14.65,9.60,0.51,46.46
1774506749,27.86,7.96,0.00,49.75
1774506750,28.93,15.74,7.61,47.21
