timestamp,mem_available
1774506683,91.40
1774506684,91.37
1774506685,92.38
1774506686,92.16
1774506687,92.07
1774506688,92.34
1774506689,92.77
1774506690,92.25
1774506691,92.57
1774506692,92.53
1774506693,92.62
1774506694,92.63
1774506695,92.59
1774506696,92.62
1774506697,92.45
1774506698,91.48
1774506699,91.48
1774506700,91.60
1774506701,91.50
1774506702,91.57
1774506703,91.85
1774506704,92.08
1774506705,91.55
1774506706,91.54
1774506707,91.49
1774506708,91.58
1774506709,91.60
1774506710,91.62
1774506711,90.91
1774506712,90.90
1774506713,91.87
1774506714,91.96
1774506715,91.82
1774506716,91.42
1774506717,91.41
1774506718,91.57
1774506719,91.63
1774506720,91.72
1774506721,91.87
1774506722,91.89
1774506723,91.89
1774506724,92.26
1774506726,91.31
1774506727,91.31
1774506728,91.72
1774506729,92.34
1774506730,92.39
1774506731,91.61
1774506732,91.90
1774506733,92.17
1774506734,92.52
1774506735,92.39
1774506736,92.39
1774506737,92.26
1774506738,92.26
1774506739,91.34
1774506740,91.33
1774506741,91.22
1774506742,91.51
1774506743,91.50
1774506744,91.59
1774506745,91.63
1774506746,91.62
1774506747,92.16
1774506748,91.55
1774506749,91.54
1774506750,91.39
1774506751,91.25
1774506752,91.87
1774506753,91.91
1774506754,91.19
1774506755,91.19
1774506756,91.92
1774506757,91.35
1774506758,91.44
1774506759,91.24
1774506760,92.24
1774506761,92.24
1774506762,91.31
1774506763,91.33
1774506764,91.45
1774506765,91.66
1774506766,91.69
1774506767,91.72
1774506768,91.72
1774506769,91.77
1774506770,91.84
1774506771,91.92
1774506772,91.97
1774506773,92.08
1774506774,92.14
1774506775,92.18
1774506776,92.22
1774506777,92.39
1774506778,92.41
1774506779,92.40
1774506780,92.39
1774506781,92.38
1774506782,92.38
1774506783,92.38
1774506784,92.35
1774506785,92.31
1774506786,92.37
1774506787,92.36
1774506788,92.36
1774506789,92.37
1774506790,92.34
1774506791,92.30
1774506792,92.35
1774506793,92.34
1774506794,92.33
1774506795,92.34
1774506796,92.33
1774506797,92.46
1774506798,92.03
1774506799,92.10
1774506800,92.18
1774506801,92.23
1774506802,92.17
1774506803,92.14
1774506804,91.97
1774506805,91.85
1774506806,91.98
1774506807,92.20
1774506808,92.36
1774506810,92.27
1774506811,91.46
1774506812,91.56
1774506813,91.32
1774506814,92.23
1774506815,92.06
1774506816,91.51
1774506817,91.50
1774506818,91.36
1774506819,91.38
1774506820,91.87
1774506821,92.02
1774506822,91.20
1774506823,91.27
1774506824,91.37
1774506825,91.26
1774506826,90.82
1774506827,90.69
1774506828,91.01
1774506829,91.20
1774506830,91.32
1774506831,91.37
1774506832,91.46
1774506833,91.30
1774506834,91.04
1774506835,91.39
1774506836,92.29
1774506837,91.26
1774506838,91.15
1774506839,91.15
1774506840,91.12
1774506841,91.30
1774506842,91.29
1774506843,91.42
1774506844,91.35
1774506845,91.44
1774506846,91.42
1774506847,91.41
1774506848,92.19
1774506849,92.44
1774506850,91.31
1774506851,91.36
