worker_id,job_id,status_code,latency_ms,error,response_body
1,0,200,481,,0.0
3,2,200,796,,0.0
1,4,200,726,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
1,6,200,601,,0.0
0,3,500,2594,,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?>
<ows:ExceptionReport version=""2.0.1""
    xsi:schemaLocation=""http://www.opengis.net/ows/2.0 http://schemas.opengis.net/ows/2.0/owsExceptionReport.xsd""
    xmlns:ows=""http://www.opengis.net/ows/2.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xlink=""http://www.w3.org/1999/xlink"">
    <ows:Exception exceptionCode=""RasdamanRequestFailed"" >
        <ows:ExceptionText>Error querying rasdaman with rasql 'Select sdom(clip( c, LINESTRING(31193 33 16,31193 33 16) ))  FROM DWD_5min_4326 AS c'. Reason: GRPC Exception, status code: UNAVAILABLE, description: Network closed for unknown reason</ows:ExceptionText>
    </ows:Exception>
</ows:ExceptionReport>
"
0,8,200,2878,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
0,9,200,2317,,0.0
0,10,200,524,,0.0
0,11,200,711,,0.0
2,1,200,15019,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
3,5,200,15047,,"""0 0 0.07142857249294009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
3,14,200,591,,0.0
3,15,200,578,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
1,7,200,15527,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02105263189265602 0 0 0"""
1,17,200,521,,0.0
3,16,200,1336,,0.0
1,18,200,692,,0.0
0,12,200,9878,,"""0.01666666691501935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
1,20,200,812,,0.0
0,21,200,643,,0.0
3,19,200,1294,,NaN
1,22,200,641,,0.0
3,24,200,656,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
0,23,200,1520,,0.0
3,26,200,1366,,0.0
1,25,200,1876,,0.0
3,28,200,558,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
1,29,200,598,,0.0
0,27,200,1521,,0.0
3,30,200,551,,0.0
1,31,200,555,,0.0
0,32,200,669,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
3,33,200,569,,0.0
0,35,200,565,,0.0
3,36,200,883,,-9.0
0,37,200,720,,0.0
0,39,200,619,,0.0
2,13,200,10178,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
3,38,200,1422,,0.0
0,40,200,621,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
2,41,200,594,,0.0
1,34,200,10169,,"""0 -9 0 0 0 0 0.01666666691501935 0 0 0 0 0 0 0 0 0.8000000072298227 0 0 0 -9"""
