worker_id,job_id,status_code,latency_ms,error,response_body
9,0,200,2140,,"[false,false,false,false,false,false,false]"
10,6,200,2229,,"[false,false,false,false,false,false,false,false,false,false,false,false]"
12,9,200,2275,,0.0
18,8,200,2351,,"[false,false,false,false,false,false,false,false,false,false,false]"
8,19,200,2454,,"[true,true,false,true,false,false,false]"
5,7,200,2799,,0.0
3,17,200,2861,,0.0
13,12,200,2933,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
6,15,200,3026,,0.0
14,3,200,3187,,0.0
11,11,200,3238,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
9,20,200,2576,,0.0
12,22,200,2611,,0.0
10,21,200,2712,,0.0
11,30,200,2168,,-9.0
19,10,200,5519,,0.0
5,25,200,2708,,0.0
3,26,200,2897,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
15,1,200,5909,,0.0
18,23,200,3680,,0.0
14,29,200,3122,,0.0
6,28,200,3295,,0.0
0,14,200,7328,,0.0
8,24,200,5302,,0.0
12,32,200,3038,,0.0
2,16,200,8197,,0.0
19,35,200,2827,,0.0
3,37,200,2920,,0.0
11,34,200,3329,,0.0
15,38,200,2846,,0.0
6,41,200,2979,,0.0
14,40,200,3261,,-9.0
18,39,200,4819,,0.0
9,31,200,6299,,0.0
10,33,200,6341,,0.0
17,5,200,21908,,"""0 0 -9 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
1,13,200,22702,,"""0 0 0 0 0 0.02500000037252903 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
4,2,200,22866,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
16,4,200,22896,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004166666728754838 0"""
7,18,200,23230,,"""0 0 0 0 0 0 0 -9 0 0 0 0 0 0.3666666758557161 0 0 0 0 0 0"""
13,27,200,21120,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
5,36,200,19941,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
