timestamp,r_iops,w_iops,r_kB_s,w_kB_s,r_await_ms,w_await_ms,util_percent
1774593253,0.31,58.70,6.91,7413.04,2.83,8.20,6.21
1774593254,0.31,58.70,6.92,7412.95,2.82,8.20,6.21
1774593255,0.31,58.70,6.92,7412.83,2.82,8.20,6.21
1774593256,0.31,58.70,6.92,7412.74,2.82,8.20,6.21
1774593257,0.31,58.70,6.92,7412.71,2.82,8.20,6.21
1774593258,0.31,58.70,6.92,7412.59,2.82,8.20,6.21
1774593259,0.31,58.70,6.92,7412.48,2.82,8.20,6.21
1774593260,0.31,58.70,6.92,7412.37,2.82,8.20,6.21
1774593261,0.31,58.70,6.92,7412.28,2.82,8.20,6.21
1774593262,0.31,58.70,6.92,7412.16,2.82,8.20,6.21
1774593263,0.31,58.70,6.92,7412.05,2.82,8.20,6.21
1774593264,0.31,58.70,6.92,7411.94,2.82,8.20,6.21
1774593265,0.31,58.70,6.92,7411.82,2.82,8.20,6.21
1774593266,0.31,58.70,6.92,7411.74,2.82,8.20,6.21
1774593267,0.31,58.70,6.92,7411.62,2.82,8.20,6.21
1774593268,0.31,58.70,6.92,7411.51,2.82,8.20,6.21
1774593269,0.31,58.70,6.92,7411.39,2.82,8.20,6.21
1774593270,0.31,58.70,6.92,7411.28,2.82,8.20,6.21
1774593271,0.31,58.70,6.92,7411.17,2.82,8.20,6.21
1774593272,0.31,58.70,6.92,7411.05,2.82,8.20,6.21
1774593273,0.31,58.69,6.92,7410.94,2.82,8.20,6.21
1774593274,0.31,58.69,6.92,7410.82,2.82,8.20,6.21
1774593275,0.31,58.69,6.92,7410.71,2.82,8.20,6.21
1774593276,0.31,58.69,6.92,7411.00,2.82,8.20,6.21
1774593277,0.31,58.69,6.92,7411.46,2.82,8.21,6.21
1774593278,0.31,58.69,6.92,7411.43,2.82,8.21,6.21
1774593279,0.31,58.70,6.93,7411.62,2.83,8.22,6.21
1774593280,0.31,58.71,6.94,7411.60,2.83,8.22,6.21
1774593281,0.31,58.71,6.94,7411.67,2.86,8.23,6.21
1774593282,0.31,58.72,6.94,7411.63,2.87,8.24,6.22
1774593283,0.31,58.76,6.94,7411.75,2.87,8.23,6.22
1774593284,0.31,58.76,6.96,7411.73,2.84,8.23,6.22
1774593285,0.31,58.76,6.96,7411.66,2.84,8.23,6.22
1774593286,0.31,58.76,6.96,7411.55,2.84,8.23,6.22
1774593287,0.31,58.76,6.97,7411.49,2.84,8.23,6.22
1774593288,0.32,58.77,6.97,7411.64,2.84,8.23,6.22
1774593289,0.32,58.77,6.97,7411.55,2.84,8.23,6.22
1774593290,0.32,58.78,6.97,7411.56,2.84,8.23,6.22
1774593291,0.32,58.77,6.97,7411.49,2.84,8.23,6.22
1774593292,0.32,58.77,6.97,7411.38,2.84,8.23,6.22
1774593293,0.32,58.78,6.97,7411.57,2.84,8.23,6.22
1774593294,0.32,58.79,6.97,7411.51,2.84,8.24,6.22
1774593295,0.32,58.80,6.98,7411.46,2.85,8.25,6.22
1774593296,0.32,58.81,6.98,7411.43,2.85,8.25,6.22
1774593297,0.32,58.81,6.98,7411.43,2.85,8.25,6.22
1774593298,0.32,58.81,6.98,7411.32,2.85,8.25,6.22
1774593299,0.32,58.81,6.98,7411.21,2.85,8.25,6.22
1774593300,0.32,58.81,6.98,7411.16,2.85,8.25,6.22
1774593301,0.32,58.81,6.98,7411.09,2.85,8.25,6.22
1774593302,0.32,58.81,6.98,7410.97,2.85,8.25,6.22
1774593303,0.32,58.81,6.98,7411.44,2.85,8.25,6.22
1774593304,0.32,58.81,6.98,7411.95,2.85,8.26,6.22
1774593305,0.32,58.81,6.99,7412.61,2.85,8.28,6.22
1774593306,0.32,58.81,6.99,7412.50,2.84,8.28,6.22
1774593307,0.32,58.81,6.99,7412.40,2.83,8.28,6.22
1774593308,0.32,58.81,6.99,7412.48,2.83,8.28,6.22
1774593309,0.32,58.81,6.99,7412.36,2.83,8.28,6.22
1774593310,0.32,58.81,6.99,7412.27,2.83,8.28,6.22
1774593311,0.32,58.82,7.00,7412.27,2.83,8.28,6.22
1774593312,0.32,58.82,7.00,7412.24,2.83,8.27,6.22
1774593313,0.32,58.82,7.00,7412.16,2.83,8.27,6.22
