timestamp,disk_used_percent,disk_available_gb,disk_total_gb
1774593253,4,240,247
1774593254,4,240,247
1774593255,4,240,247
1774593256,4,240,247
1774593257,4,240,247
1774593258,4,240,247
1774593259,4,240,247
1774593260,4,240,247
1774593261,4,240,247
1774593262,4,240,247
1774593263,4,240,247
1774593264,4,240,247
1774593265,4,240,247
1774593266,4,240,247
1774593267,4,240,247
1774593268,4,240,247
1774593269,4,240,247
1774593270,4,240,247
1774593271,4,240,247
1774593272,4,240,247
1774593273,4,240,247
1774593274,4,240,247
1774593275,4,240,247
1774593276,4,240,247
1774593277,4,240,247
1774593278,3,240,247
1774593279,3,240,247
1774593280,3,240,247
1774593281,3,240,247
1774593282,3,240,247
1774593283,3,240,247
1774593284,4,240,247
1774593285,4,240,247
1774593286,3,240,247
1774593287,3,240,247
1774593288,3,240,247
1774593289,3,240,247
1774593290,4,240,247
1774593291,4,240,247
1774593292,3,240,247
1774593293,3,240,247
1774593294,3,240,247
1774593295,3,240,247
1774593296,3,240,247
1774593297,4,240,247
1774593298,4,240,247
1774593299,3,240,247
1774593300,4,240,247
1774593301,4,240,247
1774593302,3,240,247
1774593303,4,240,247
1774593304,4,240,247
1774593305,3,240,247
1774593306,3,240,247
1774593307,3,240,247
1774593308,4,240,247
1774593309,4,240,247
1774593310,3,240,247
1774593311,3,240,247
1774593312,4,240,247
1774593313,4,240,247
1774593314,3,240,247
1774593315,3,240,247
1774593316,3,240,247
1774593317,4,240,247
1774593318,4,240,247
1774593319,4,240,247
1774593320,4,240,247
1774593321,4,240,247
1774593322,3,240,247
1774593323,3,240,247
1774593324,3,240,247
1774593325,4,240,247
1774593326,4,240,247
1774593327,3,240,247
1774593328,3,240,247
1774593329,3,240,247
1774593330,3,240,247
1774593331,4,240,247
1774593332,4,240,247
1774593333,3,240,247
1774593334,4,240,247
1774593335,4,240,247
1774593337,3,240,247
1774593338,4,240,247
1774593339,4,240,247
1774593340,3,240,247
1774593341,3,240,247
1774593342,4,240,247
1774593343,4,240,247
1774593344,3,240,247
1774593345,3,240,247
1774593346,3,240,247
1774593347,3,240,247
1774593348,3,240,247
1774593349,4,240,247
1774593350,4,240,247
1774593351,3,240,247
1774593352,3,240,247
1774593353,4,240,247
1774593354,4,240,247
1774593355,4,240,247
1774593356,4,240,247
1774593357,4,240,247
1774593358,3,240,247
1774593359,4,240,247
1774593360,4,240,247
1774593361,3,240,247
1774593362,3,240,247
1774593363,3,240,247
1774593364,3,240,247
1774593365,3,240,247
1774593366,4,240,247
1774593367,4,240,247
1774593368,3,240,247
1774593369,4,240,247
1774593370,4,240,247
1774593371,4,240,247
1774593372,4,240,247
1774593373,4,240,247
1774593374,4,240,247
1774593375,4,240,247
1774593376,4,240,247
1774593377,4,240,247
1774593378,4,240,247
1774593379,4,240,247
1774593380,4,240,247
1774593381,4,240,247
1774593382,4,240,247
1774593383,4,240,247
1774593384,4,240,247
1774593385,4,240,247
1774593386,4,240,247
1774593387,4,240,247
1774593388,4,240,247
1774593389,4,240,247
1774593390,4,240,247
1774593391,4,240,247
1774593392,4,240,247
1774593393,4,240,247
1774593394,3,240,247
1774593395,4,240,247
1774593396,4,240,247
1774593397,3,240,247
1774593398,3,240,247
1774593399,4,240,247
1774593400,4,240,247
1774593401,3,240,247
1774593402,3,240,247
1774593403,4,240,247
1774593404,4,240,247
1774593405,3,240,247
1774593406,4,240,247
1774593407,4,240,247
1774593408,3,240,247
1774593409,4,240,247
1774593410,4,240,247
1774593411,3,240,247
1774593412,3,240,247
1774593413,4,240,247
1774593414,4,240,247
1774593415,3,240,247
1774593416,4,240,247
1774593417,4,240,247
1774593418,4,240,247
1774593419,4,240,247
1774593420,4,240,247
1774593421,4,240,247
1774593422,4,240,247
1774593423,4,240,247
1774593424,4,240,247
1774593425,4,240,247
1774593426,4,240,247
1774593427,4,240,247
1774593428,4,240,247
1774593429,4,240,247
1774593430,4,240,247
1774593431,4,240,247
1774593432,4,240,247
1774593433,4,240,247
1774593434,4,240,247
1774593435,4,240,247
1774593436,4,240,247
1774593437,4,240,247
1774593438,4,240,247
1774593439,4,240,247
1774593440,4,240,247
1774593441,3,240,247
1774593442,3,240,247
1774593443,4,240,247
1774593444,4,240,247
1774593445,3,240,247
1774593446,4,240,247
1774593447,4,240,247
1774593448,3,240,247
1774593449,4,240,247
1774593450,4,240,247
1774593451,4,240,247
1774593452,4,240,247
1774593453,4,240,247
1774593454,4,240,247
1774593455,4,240,247
1774593456,4,240,247
1774593457,4,240,247
1774593458,4,240,247
1774593459,4,240,247
1774593460,4,240,247
1774593461,4,240,247
1774593462,4,240,247
1774593463,4,240,247
1774593464,4,240,247
1774593465,4,240,247
1774593466,4,240,247
1774593467,4,240,247
1774593468,4,240,247
1774593469,4,240,247
1774593470,4,240,247
1774593471,4,240,247
1774593472,4,240,247
1774593473,4,240,247
