timestamp,mem_available
1774593253,88.98
1774593254,95.07
1774593255,94.15
1774593256,93.21
1774593257,93.11
1774593258,92.58
1774593259,92.51
1774593260,92.33
1774593261,91.89
1774593262,91.86
1774593263,91.87
1774593264,91.87
1774593265,91.87
1774593266,91.84
1774593267,91.84
1774593268,91.85
1774593269,91.84
1774593270,91.95
1774593271,91.87
1774593272,91.46
1774593273,91.14
1774593274,91.03
1774593275,90.94
1774593276,90.42
1774593277,90.32
1774593278,89.76
1774593279,89.78
1774593280,89.79
1774593281,89.84
1774593282,89.93
1774593283,90.04
1774593284,89.62
1774593285,89.72
1774593286,89.90
1774593287,89.75
1774593288,89.68
1774593289,89.78
1774593290,89.71
1774593291,89.59
1774593292,89.90
1774593293,89.83
1774593294,90.02
1774593295,90.11
1774593296,90.32
1774593297,89.78
1774593298,89.74
1774593299,89.82
1774593300,89.42
1774593301,89.24
1774593302,89.43
1774593303,89.22
1774593304,89.29
1774593305,89.27
1774593306,89.44
1774593307,89.78
1774593308,89.18
1774593309,89.24
1774593310,89.35
1774593311,89.39
1774593312,89.18
1774593313,89.06
1774593314,89.54
1774593315,89.68
1774593316,89.73
1774593317,89.52
1774593318,90.45
1774593319,90.45
1774593320,90.44
1774593321,90.36
1774593322,90.33
1774593323,90.63
1774593324,90.64
1774593325,90.09
1774593326,90.03
1774593327,90.12
1774593328,89.85
1774593329,90.25
1774593330,89.87
1774593331,89.74
1774593332,89.76
1774593333,89.86
1774593334,89.36
1774593335,89.39
1774593337,89.40
1774593338,89.40
1774593339,89.39
1774593340,89.66
1774593341,89.73
1774593342,89.38
1774593343,89.42
1774593344,89.75
1774593345,89.95
1774593346,89.92
1774593347,89.96
1774593348,90.13
1774593349,89.85
1774593350,89.77
1774593351,89.66
1774593352,89.72
1774593353,89.89
1774593354,90.10
1774593355,90.02
1774593356,89.70
1774593357,89.64
1774593358,89.99
1774593359,89.88
1774593360,89.63
1774593361,89.72
1774593362,89.81
1774593363,89.80
1774593364,90.23
1774593365,90.12
1774593366,89.87
1774593367,89.79
1774593368,89.81
1774593369,89.33
1774593370,94.92
1774593371,94.27
1774593372,93.16
1774593373,93.06
1774593374,92.67
1774593375,92.68
1774593376,92.53
1774593377,91.84
1774593378,91.58
1774593379,91.57
1774593380,91.55
1774593381,91.62
1774593382,91.67
1774593383,91.66
1774593384,91.74
1774593385,91.78
1774593386,92.24
1774593387,92.05
1774593388,91.43
1774593389,91.34
1774593390,90.99
1774593391,90.90
1774593392,90.86
1774593393,90.33
1774593394,90.21
1774593395,89.80
1774593396,89.85
1774593397,90.11
1774593398,89.86
1774593399,89.58
1774593400,89.51
1774593401,90.16
1774593402,90.05
1774593403,89.80
1774593404,89.80
1774593405,89.78
1774593406,89.75
1774593407,89.65
1774593408,89.60
1774593409,89.30
1774593410,89.12
1774593411,89.36
1774593412,89.69
1774593413,89.53
1774593414,89.61
1774593415,89.92
1774593416,89.85
1774593417,95.33
1774593418,94.54
1774593419,93.34
1774593420,93.23
1774593421,92.66
1774593422,92.77
1774593423,92.64
1774593424,92.11
1774593425,92.09
1774593426,92.09
1774593427,92.08
1774593428,92.07
1774593429,91.78
1774593430,91.76
1774593431,91.76
1774593432,91.76
1774593433,91.94
1774593434,91.74
1774593435,91.33
1774593436,91.27
1774593437,90.87
1774593438,90.86
1774593439,90.68
1774593440,90.11
1774593441,90.08
1774593442,90.18
1774593443,89.90
1774593444,89.80
1774593445,89.57
1774593446,89.23
1774593447,89.30
1774593448,89.49
1774593449,89.25
1774593450,95.07
1774593451,94.50
1774593452,93.47
1774593453,92.97
1774593454,92.80
1774593455,92.56
1774593456,92.20
1774593457,91.80
1774593458,91.73
1774593459,91.73
1774593460,91.71
1774593461,91.67
1774593462,91.68
1774593463,91.75
1774593464,91.78
1774593465,91.81
1774593466,91.99
1774593467,91.65
1774593468,91.47
1774593469,91.08
1774593470,91.00
