worker_id,job_id,status_code,latency_ms,error,response_body
2,1,200,197,,"{""trajectory_result"":0,""latency_sec"":0.19150996208190918}"
3,3,200,281,,"{""trajectory_result"":[],""latency_sec"":0.27412867546081543}"
0,2,200,329,,"{""trajectory_result"":0,""latency_sec"":0.3241260051727295}"
0,6,200,40,,"{""trajectory_result"":0.0,""latency_sec"":0.036551475524902344}"
0,7,200,178,,"{""trajectory_result"":0.0,""latency_sec"":0.17206239700317383}"
3,5,200,631,,"{""trajectory_result"":0.0,""latency_sec"":0.6285812854766846}"
0,8,200,556,,"{""trajectory_result"":-3195.0,""latency_sec"":0.5532448291778564}"
3,9,200,331,,"{""trajectory_result"":0.0,""latency_sec"":0.32849907875061035}"
2,4,200,1317,,"{""trajectory_result"":0.0,""latency_sec"":1.3131828308105469}"
3,11,200,584,,"{""trajectory_result"":0.0,""latency_sec"":0.5797290802001953}"
2,12,200,503,,"{""trajectory_result"":0.0,""latency_sec"":0.4995760917663574}"
3,13,200,201,,"{""trajectory_result"":0.0,""latency_sec"":0.19852161407470703}"
2,14,200,192,,"{""trajectory_result"":0.0,""latency_sec"":0.1898951530456543}"
2,16,200,158,,"{""trajectory_result"":[],""latency_sec"":0.15543222427368164}"
2,17,200,12395,,"[{""trajectory_result"":0.0,""latency_sec"":4.762177467346191},{""trajectory_result"":0.0,""latency_sec"":0.4914228916168213},{""trajectory_result"":0.0,""latency_sec"":6.706731081008911},{""trajectory_result"":0.0,""latency_sec"":2.600440263748169},{""trajectory_result"":0.0,""latency_sec"":2.53519344329834},{""trajectory_result"":0.0,""latency_sec"":1.9188642501831055},{""trajectory_result"":0.0,""latency_sec"":3.9856646060943604},{""trajectory_result"":0.0,""latency_sec"":10.029306173324585},{""trajectory_result"":0.0,""latency_sec"":9.73239803314209},{""trajectory_result"":0.0,""latency_sec"":6.563937664031982},{""trajectory_result"":0.0,""latency_sec"":10.020487785339355},{""trajectory_result"":0.1019841307212436,""latency_sec"":6.7923126220703125},{""trajectory_result"":0.0,""latency_sec"":9.485931396484375},{""trajectory_result"":0.0,""latency_sec"":10.563495397567749},{""trajectory_result"":0.0,""latency_sec"":10.082700490951538},{""trajectory_result"":0.0,""latency_sec"":10.642246961593628},{""trajectory_result"":-8.44186046511628,""latency_sec"":10.957132339477539},{""trajectory_result"":0.0,""latency_sec"":11.357665777206421},{""trajectory_result"":0.0,""latency_sec"":12.347306966781616},{""trajectory_result"":0.0,""latency_sec"":11.69867467880249}]"
2,18,200,24,,"{""trajectory_result"":0,""latency_sec"":0.01827216148376465}"
2,19,200,864,,"{""trajectory_result"":0,""latency_sec"":0.8555331230163574}"
2,20,200,937,,"{""trajectory_result"":[],""latency_sec"":0.9339077472686768}"
2,21,200,437,,"{""trajectory_result"":0,""latency_sec"":0.43389344215393066}"
0,10,200,16493,,"[{""trajectory_result"":0.0,""latency_sec"":10.456867456436157},{""trajectory_result"":0.0,""latency_sec"":12.82344913482666},{""trajectory_result"":0.0,""latency_sec"":6.779945135116577},{""trajectory_result"":0.0,""latency_sec"":13.336596012115479},{""trajectory_result"":0.0,""latency_sec"":7.545304775238037},{""trajectory_result"":0.0,""latency_sec"":6.0628721714019775},{""trajectory_result"":0.0,""latency_sec"":7.431199073791504},{""trajectory_result"":0.0,""latency_sec"":5.3138837814331055},{""trajectory_result"":0.0,""latency_sec"":10.240561962127686},{""trajectory_result"":0.0,""latency_sec"":13.433661222457886},{""trajectory_result"":0.0,""latency_sec"":7.6134607791900635},{""trajectory_result"":0.0,""latency_sec"":12.28530216217041},{""trajectory_result"":0.0,""latency_sec"":8.668229579925537},{""trajectory_result"":0.0,""latency_sec"":12.362013101577759},{""trajectory_result"":0.0,""latency_sec"":16.426089763641357},{""trajectory_result"":0.0,""latency_sec"":14.097615242004395},{""trajectory_result"":0.0,""latency_sec"":14.43238115310669},{""trajectory_result"":0.0,""latency_sec"":15.301658391952515},{""trajectory_result"":0.0,""latency_sec"":16.32223343849182},{""trajectory_result"":0.0,""latency_sec"":14.482092142105103}]"
2,22,200,370,,"{""trajectory_result"":0.0,""latency_sec"":0.3675985336303711}"
2,24,200,854,,"{""trajectory_result"":0,""latency_sec"":0.8508353233337402}"
2,25,200,1054,,"{""trajectory_result"":0.0,""latency_sec"":1.0504755973815918}"
2,26,200,1065,,"{""trajectory_result"":[],""latency_sec"":1.0617761611938477}"
