worker_id,job_id,status_code,latency_ms,error,response_body
12,4,200,356,,"{""trajectory_result"":[],""latency_sec"":0.3479914665222168}"
18,19,200,469,,"{""trajectory_result"":0.0,""latency_sec"":0.4604172706604004}"
12,20,200,121,,"{""trajectory_result"":0.0,""latency_sec"":0.11915016174316406}"
12,22,200,386,,"{""trajectory_result"":0.0,""latency_sec"":0.37822651863098145}"
12,23,200,740,,"{""trajectory_result"":0.0,""latency_sec"":0.7348270416259766}"
12,24,200,308,,"{""trajectory_result"":0.0,""latency_sec"":0.30423998832702637}"
17,17,200,2095,,"{""trajectory_result"":0.0,""latency_sec"":2.086716413497925}"
3,7,200,2222,,"{""trajectory_result"":0.0,""latency_sec"":2.2147443294525146}"
12,25,200,174,,"{""trajectory_result"":0.0,""latency_sec"":0.17011380195617676}"
12,28,200,547,,"{""trajectory_result"":0.0,""latency_sec"":0.5401270389556885}"
12,29,200,923,,"{""trajectory_result"":0,""latency_sec"":0.9163687229156494}"
17,26,200,1722,,"{""trajectory_result"":0.0,""latency_sec"":1.45084547996521}"
9,16,200,3933,,"{""trajectory_result"":[],""latency_sec"":3.917573928833008}"
13,6,200,4087,,"{""trajectory_result"":[],""latency_sec"":4.058434247970581}"
12,30,200,757,,"{""trajectory_result"":0.0,""latency_sec"":0.7522509098052979}"
11,2,200,5112,,"{""trajectory_result"":0,""latency_sec"":5.0872392654418945}"
12,34,200,437,,"{""trajectory_result"":[],""latency_sec"":0.4339570999145508}"
12,36,200,342,,"{""trajectory_result"":0,""latency_sec"":0.3393971920013428}"
6,12,200,6953,,"{""trajectory_result"":[],""latency_sec"":6.83085823059082}"
19,18,200,7217,,"{""trajectory_result"":0.0,""latency_sec"":7.194389343261719}"
2,5,200,7326,,"{""trajectory_result"":[],""latency_sec"":7.304283380508423}"
13,33,200,4810,,"{""trajectory_result"":0,""latency_sec"":4.752382755279541}"
14,8,200,9570,,"{""trajectory_result"":[],""latency_sec"":9.552266359329224}"
1,3,200,9898,,"{""trajectory_result"":0.0,""latency_sec"":9.838231563568115}"
19,39,200,2812,,"{""trajectory_result"":0.0,""latency_sec"":2.6651647090911865}"
5,11,200,10115,,"{""trajectory_result"":0.0,""latency_sec"":10.065804719924927}"
6,38,200,4293,,"{""trajectory_result"":0,""latency_sec"":4.25491189956665}"
4,9,200,12329,,"{""trajectory_result"":0.0,""latency_sec"":12.313843250274658}"
13,41,200,3468,,"{""trajectory_result"":0.0,""latency_sec"":3.4613285064697266}"
7,14,200,13229,,"{""trajectory_result"":0.0,""latency_sec"":13.201656818389893}"
8,15,200,14722,,"{""trajectory_result"":0,""latency_sec"":14.674437284469604}"
