worker_id,job_id,status_code,latency_ms,error,response_body
4,4,200,413,,"{""trajectory_result"":0.0,""latency_sec"":0.3863809108734131}"
2,2,200,580,,"{""trajectory_result"":0.0,""latency_sec"":0.57485032081604}"
0,0,200,811,,"{""trajectory_result"":0,""latency_sec"":0.8054594993591309}"
6,10,200,813,,"{""trajectory_result"":0.0,""latency_sec"":0.7788593769073486}"
5,5,200,798,,"{""trajectory_result"":0,""latency_sec"":0.7870826721191406}"
10,7,200,1730,,"{""trajectory_result"":-5463.0,""latency_sec"":1.719344139099121}"
7,9,200,1768,,"{""trajectory_result"":0.0,""latency_sec"":1.75724458694458}"
5,16,200,884,,"{""trajectory_result"":-2511.0,""latency_sec"":0.8787505626678467}"
0,14,200,1167,,"{""trajectory_result"":0,""latency_sec"":1.1591558456420898}"
2,13,200,2185,,"{""trajectory_result"":[],""latency_sec"":2.179854393005371}"
5,19,200,1199,,"{""trajectory_result"":0.0,""latency_sec"":1.1835508346557617}"
10,17,200,1253,,"{""trajectory_result"":[],""latency_sec"":1.248727560043335}"
2,21,200,807,,"{""trajectory_result"":0.0,""latency_sec"":0.8040957450866699}"
0,20,200,1604,,"{""trajectory_result"":0.0,""latency_sec"":1.598780632019043}"
2,24,200,251,,"{""trajectory_result"":0.0,""latency_sec"":0.24757862091064453}"
2,26,200,304,,"{""trajectory_result"":0,""latency_sec"":0.30080461502075195}"
2,27,200,299,,"{""trajectory_result"":[],""latency_sec"":0.2933475971221924}"
3,3,200,4640,,"{""trajectory_result"":0.0,""latency_sec"":4.627448797225952}"
2,28,200,574,,"{""trajectory_result"":0,""latency_sec"":0.5706696510314941}"
8,11,200,6692,,"{""trajectory_result"":0.0,""latency_sec"":6.676669597625732}"
2,30,200,2226,,"{""trajectory_result"":0.0,""latency_sec"":2.2207419872283936}"
9,6,200,7804,,"{""trajectory_result"":[],""latency_sec"":7.785041332244873}"
2,32,200,503,,"{""trajectory_result"":0.0,""latency_sec"":0.49529314041137695}"
2,34,200,895,,"{""trajectory_result"":0.0,""latency_sec"":0.8915185928344727}"
11,8,200,9602,,"{""trajectory_result"":0.0,""latency_sec"":9.588655948638916}"
2,35,200,1074,,"{""trajectory_result"":0.0,""latency_sec"":0.971050500869751}"
2,37,200,1041,,"{""trajectory_result"":[],""latency_sec"":1.0381107330322266}"
2,38,200,1190,,"{""trajectory_result"":[],""latency_sec"":1.1868538856506348}"
10,23,200,13654,,"{""trajectory_result"":0,""latency_sec"":13.62369680404663}"
