worker_id,job_id,status_code,latency_ms,error,response_body
0,8,200,1045,,"[false,false,false,false,false,false,false,false,false,false,false,false]"
5,5,200,1272,,0.0
10,11,200,1294,,0.0
3,2,200,1440,,0.0
9,10,200,1483,,"[false,false,false,false,false,false,false,false,false,false,false]"
2,1,200,1660,,0.0
11,9,200,1666,,0.0
6,6,200,1795,,0.0
7,7,200,1806,,"[false,false,false,false,false,false,false,false,false,false]"
10,14,200,1230,,0.0
0,12,200,1622,,0.0
8,4,200,2724,,0.0
5,13,200,1774,,0.016666666915019352
3,15,200,1700,,0.0
9,16,200,1965,,0.0
2,17,200,2107,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
11,18,200,2515,,0.0
8,23,200,1793,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
9,26,200,1693,,0.0
3,25,200,2121,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
2,27,200,1593,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
8,29,200,1431,,0.0
0,22,200,3422,,0.0
3,31,200,1312,,0.0
9,30,200,1641,,0.0
10,21,200,5091,,0.0
0,34,200,1859,,0.0
7,20,200,6254,,0.0
3,35,200,1578,,0.0
11,28,200,5007,,0.0
7,39,200,1470,,0.0
8,33,200,3622,,NaN
0,38,200,2018,,0.0
10,37,200,3740,,0.0
3,40,200,3445,,0.0
5,24,200,19025,,"""0 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0"""
4,3,200,22073,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
1,0,200,22106,,"""0 0 0 0 0 -9 0 0 0 0 0 0 0 0 -9 0 0 0 0 0"""
6,19,200,20826,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
2,32,200,18591,,"""0 0.024324324686785 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0"""
9,36,200,17621,,"""0 0 0 0 0 0 0 0 0 0 -9 0 0 0 0 -9 0 0 0 0"""
11,41,200,15423,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
