worker_id,job_id,status_code,latency_ms,error,response_body
4,1,200,1818,,0.0
12,8,200,1832,,"[false,false,false,false]"
3,13,200,1862,,0.0
8,15,200,2163,,"[false,false,false,false,false,false,false]"
10,3,200,2400,,0.0
7,14,200,2491,,0.0
0,5,200,2575,,0.0
18,16,200,2853,,0.0
14,2,200,2944,,-9.0
6,11,200,3203,,0.0
13,9,200,3504,,0.0
19,18,200,3527,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
11,4,200,3715,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
10,24,200,2722,,"[false,false,false,false,false,false,false,false,false,false,false]"
15,7,200,5230,,0.0
4,20,200,3435,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
0,26,200,2827,,0.1
7,25,200,3075,,0.0
18,27,200,3007,,"[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]"
19,31,200,2623,,0.0
14,28,200,3344,,0.0
11,32,200,2861,,0.0
2,12,200,6864,,0.0
15,34,200,2497,,0.0
17,17,200,7824,,0.0
3,22,200,6215,,0.0
7,37,200,2897,,0.0
4,35,200,3242,,0.0
0,36,200,3217,,0.30000000447034836
18,38,200,2783,,0.0
6,29,200,5595,,0.0
19,39,200,2706,,0.0
11,41,200,2677,,0.0
12,21,200,7805,,0.0
13,30,200,6354,,0.0
9,0,200,21543,,"""0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
8,23,200,20546,,"""0.009523809665725344 0 0 0 0 0 0.003125000046566129 0 0 0 0 0 -9 0 0.2500000053218433 -9 0 0 0 0"""
1,6,200,22970,,"""0 0 0.00256410260231067 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0"""
5,19,200,22979,,"""0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 -9 0"""
16,10,200,23411,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4500000067055225 0 0 0 0"""
14,40,200,17788,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
10,33,200,19012,,"""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"""
