worker_id,job_id,status_code,latency_ms,error,response_body
5,0,200,715,,"{""trajectory_result"":0.0,""latency_sec"":0.7037012577056885}"
7,7,200,758,,"{""trajectory_result"":0.0,""latency_sec"":0.738276481628418}"
8,1,200,833,,"{""trajectory_result"":[],""latency_sec"":0.8184857368469238}"
5,12,200,1128,,"{""trajectory_result"":[],""latency_sec"":1.124502420425415}"
5,15,200,759,,"{""trajectory_result"":0.0,""latency_sec"":0.7554028034210205}"
11,6,200,2935,,"{""trajectory_result"":0.0,""latency_sec"":2.863623857498169}"
5,16,200,353,,"{""trajectory_result"":[],""latency_sec"":0.3487985134124756}"
10,5,200,3366,,"{""trajectory_result"":0.0,""latency_sec"":3.3144123554229736}"
4,11,200,3484,,"{""trajectory_result"":0.0,""latency_sec"":3.2981889247894287}"
1,8,200,3485,,"{""trajectory_result"":0,""latency_sec"":3.3092164993286133}"
5,18,200,742,,"{""trajectory_result"":0.0,""latency_sec"":0.7371678352355957}"
6,4,200,4493,,"{""trajectory_result"":0.0,""latency_sec"":4.441257476806641}"
9,2,200,4519,,"{""trajectory_result"":0.0,""latency_sec"":4.45775842666626}"
5,22,200,621,,"{""trajectory_result"":0.0,""latency_sec"":0.617739200592041}"
3,10,200,5624,,"{""trajectory_result"":[],""latency_sec"":5.587345600128174}"
2,9,200,8978,,"{""trajectory_result"":[],""latency_sec"":8.923688173294067}"
5,25,200,11827,,"[{""trajectory_result"":0.0,""latency_sec"":1.3750975131988525},{""trajectory_result"":0.0,""latency_sec"":3.933762311935425},{""trajectory_result"":0.0,""latency_sec"":2.3221309185028076},{""trajectory_result"":0.0,""latency_sec"":0.565948486328125},{""trajectory_result"":0.0,""latency_sec"":1.917999029159546},{""trajectory_result"":0.0,""latency_sec"":5.898371458053589},{""trajectory_result"":0.0,""latency_sec"":2.2614119052886963},{""trajectory_result"":-9.0,""latency_sec"":1.0032525062561035},{""trajectory_result"":0.0,""latency_sec"":2.536862373352051},{""trajectory_result"":0.0,""latency_sec"":5.894604206085205},{""trajectory_result"":-5.120689655172414,""latency_sec"":6.473658323287964},{""trajectory_result"":0.04314214528127204,""latency_sec"":10.35007095336914},{""trajectory_result"":0.0,""latency_sec"":6.196714639663696},{""trajectory_result"":0.0,""latency_sec"":4.967952251434326},{""trajectory_result"":0.0,""latency_sec"":9.619818210601807},{""trajectory_result"":0.0,""latency_sec"":7.9516520500183105},{""trajectory_result"":0.0,""latency_sec"":7.919904708862305},{""trajectory_result"":0.0,""latency_sec"":9.616386413574219},{""trajectory_result"":0.0,""latency_sec"":11.785681009292603},{""trajectory_result"":0.0,""latency_sec"":11.669907093048096}]"
5,28,200,790,,"{""trajectory_result"":0,""latency_sec"":0.7856438159942627}"
5,29,200,584,,"{""trajectory_result"":0.0,""latency_sec"":0.5802209377288818}"
5,30,200,297,,"{""trajectory_result"":0.0,""latency_sec"":0.2935307025909424}"
5,31,200,705,,"{""trajectory_result"":0,""latency_sec"":0.7005517482757568}"
5,32,200,262,,"{""trajectory_result"":0.0,""latency_sec"":0.2587454319000244}"
8,14,200,18979,,"[{""trajectory_result"":0.0,""latency_sec"":6.789977312088013},{""trajectory_result"":0.0,""latency_sec"":1.031243085861206},{""trajectory_result"":0.0,""latency_sec"":8.206430435180664},{""trajectory_result"":0.0,""latency_sec"":3.147352457046509},{""trajectory_result"":0.0,""latency_sec"":8.085894584655762},{""trajectory_result"":0.0,""latency_sec"":1.2086050510406494},{""trajectory_result"":0.0,""latency_sec"":2.9705138206481934},{""trajectory_result"":0.0,""latency_sec"":0.9080402851104736},{""trajectory_result"":0.0,""latency_sec"":8.199894905090332},{""trajectory_result"":0.0,""latency_sec"":7.863076210021973},{""trajectory_result"":0.0,""latency_sec"":6.480031490325928},{""trajectory_result"":0.0,""latency_sec"":9.382777452468872},{""trajectory_result"":0.0,""latency_sec"":18.901803970336914},{""trajectory_result"":0.0,""latency_sec"":9.669086933135986},{""trajectory_result"":0.0,""latency_sec"":9.841055154800415},{""trajectory_result"":0.0,""latency_sec"":13.343897104263306},{""trajectory_result"":0.0,""latency_sec"":9.32887578010559},{""trajectory_result"":0.0,""latency_sec"":10.48693060874939},{""trajectory_result"":0.0,""latency_sec"":12.27738618850708},{""trajectory_result"":0.0,""latency_sec"":13.25465726852417}]"
8,34,200,311,,"{""trajectory_result"":0,""latency_sec"":0.30785059928894043}"
