timestamp,cpu_user,cpu_system,cpu_iowait,cpu_idle
1774507441,10.55,6.78,2.01,80.65
1774507442,1.26,1.76,0.00,96.98
1774507443,4.52,4.52,0.25,79.40
1774507444,10.86,3.54,0.00,73.99
1774507445,16.58,7.54,4.02,71.61
1774507446,11.06,9.80,7.04,72.11
1774507447,13.57,7.54,6.53,72.36
1774507448,0.76,2.27,0.00,96.98
1774507449,5.50,6.25,1.50,86.50
1774507450,2.25,3.50,0.00,72.50
1774507451,21.00,6.50,0.00,72.50
1774507452,6.55,4.79,15.62,73.05
1774507453,12.12,7.32,6.82,73.48
1774507454,9.55,6.78,3.77,72.36
1774507455,5.03,5.28,0.00,73.87
1774507456,23.31,4.51,4.26,67.67
1774507457,6.06,6.82,15.91,71.21
1774507458,9.27,18.30,0.00,71.68
1774507459,8.84,21.72,0.00,69.44
1774507460,8.10,22.28,0.00,69.11
1774507461,8.31,18.39,2.02,71.28
1774507462,14.87,16.67,7.69,60.77
1774507463,12.88,9.85,3.79,72.73
1774507464,2.99,3.99,0.00,71.82
1774507465,19.14,5.79,0.00,74.06
1774507466,12.31,7.29,8.79,71.61
1774507467,3.54,6.31,18.69,71.46
1774507468,4.75,6.25,21.00,67.75
1774507469,2.30,4.08,21.43,72.19
1774507470,5.05,5.56,18.69,70.71
1774507471,2.25,3.50,22.00,72.00
1774507472,6.82,9.85,11.11,72.22
1774507473,17.88,8.82,2.52,70.78
1774507474,11.78,6.77,0.00,72.43
1774507475,9.57,4.28,0.00,73.05
1774507476,19.55,7.27,0.25,72.93
1774507477,18.00,9.25,1.50,71.00
1774507478,5.25,5.00,0.25,73.25
1774507479,14.29,3.76,0.00,75.19
1774507480,17.50,8.75,1.50,72.00
1774507482,17.68,10.10,0.25,71.97
1774507483,3.75,3.25,0.00,73.00
1774507484,17.75,4.75,0.00,74.25
1774507485,13.60,10.83,4.03,71.54
1774507486,18.18,8.08,3.28,70.45
1774507487,21.27,13.42,0.51,64.56
1774507488,3.02,3.27,1.01,71.54
1774507489,19.85,4.77,0.25,73.87
1774507490,17.88,7.05,2.52,72.54
1774507491,17.29,9.27,2.26,70.68
1774507492,7.83,6.31,0.00,73.23
1774507493,12.09,4.28,0.00,74.31
1774507494,18.64,8.31,0.50,72.54
1774507495,2.03,5.08,20.81,72.08
1774507496,1.52,4.04,22.22,72.22
1774507497,1.53,4.59,21.43,72.45
1774507498,2.54,4.06,24.11,69.29
1774507499,1.52,3.29,26.33,68.86
1774507500,2.03,4.31,21.07,72.59
1774507501,2.03,4.06,21.83,72.08
1774507502,1.76,3.77,21.36,72.61
1774507503,1.02,2.30,22.76,73.91
1774507504,2.26,5.26,21.55,70.93
1774507505,1.76,3.02,44.72,50.25
1774507506,1.52,3.54,25.76,69.19
1774507507,1.77,4.29,21.46,72.47
1774507508,2.02,4.79,21.16,72.04
1774507509,1.26,5.30,29.80,63.64
1774507510,1.01,3.79,21.72,73.48
1774507511,2.01,5.03,21.61,71.11
1774507512,1.51,3.02,25.94,69.52
1774507513,1.77,3.28,22.22,72.73
1774507514,2.76,5.26,20.30,71.43
1774507515,2.26,3.27,28.64,65.83
1774507516,3.03,4.04,25.76,67.17
1774507517,1.77,4.55,23.99,69.70
1774507518,2.26,4.02,21.86,71.61
1774507519,2.03,4.56,21.52,71.90
1774507520,2.26,4.27,21.36,72.11
1774507521,2.77,4.53,24.18,68.01
1774507522,2.01,4.27,22.86,70.85
1774507523,1.77,5.06,25.82,67.34
1774507524,2.28,3.81,25.89,68.02
1774507525,1.75,5.99,23.69,68.33
1774507526,1.76,4.79,30.48,62.97
1774507527,2.53,8.33,16.41,72.73
1774507528,5.14,19.02,3.86,71.98
1774507529,3.53,12.09,11.59,72.04
1774507530,2.78,4.29,20.71,72.22
1774507531,7.11,10.15,11.42,71.32
1774507532,18.11,5.96,3.47,72.21
1774507533,9.90,17.51,0.00,72.59
1774507534,7.97,21.34,0.00,70.69
1774507535,7.91,21.94,0.00,69.90
1774507536,8.12,21.32,0.51,70.05
1774507537,8.56,19.90,0.00,71.03
1774507538,11.06,11.56,10.80,66.33
1774507539,5.05,11.87,11.11,71.72
1774507540,13.45,11.93,2.03,72.59
1774507541,5.51,4.26,1.25,72.68
1774507542,16.41,3.79,0.00,73.74
1774507543,8.52,4.26,14.04,73.18
1774507544,8.79,7.29,11.56,72.11
1774507545,18.30,8.52,3.51,69.17
1774507546,20.51,11.14,1.52,66.84
1774507547,19.85,8.79,1.26,69.60
1774507548,16.54,7.52,4.26,71.68
1774507549,11.28,7.02,0.00,72.18
1774507550,9.98,4.99,0.00,72.57
1774507551,18.14,8.31,1.51,72.04
1774507552,16.29,9.02,3.51,70.93
1774507553,10.75,5.50,0.50,73.00
1774507554,10.97,4.24,0.00,72.57
1774507555,18.84,8.54,0.75,71.86
1774507556,16.83,12.06,3.77,67.09
1774507557,22.81,7.27,0.75,69.17
1774507558,16.00,9.00,2.50,72.50
1774507559,3.51,3.51,0.00,72.43
1774507560,19.10,4.77,0.00,74.37
1774507561,15.79,8.02,3.76,72.43
1774507562,17.34,9.30,1.76,71.36
1774507563,3.25,3.50,0.00,72.75
1774507564,17.75,4.50,0.00,74.75
1774507565,19.80,7.52,0.00,72.43
1774507566,16.37,10.33,2.52,70.78
1774507567,9.52,6.52,0.50,72.18
1774507568,10.58,3.27,0.00,74.56
1774507569,17.50,8.25,1.50,72.50
1774507570,17.97,10.89,0.51,70.63
1774507571,2.99,3.24,0.00,72.57
1774507572,21.25,4.50,0.00,73.00
1774507573,13.85,11.59,2.02,72.29
1774507574,7.50,5.50,0.25,72.25
1774507575,13.38,4.04,0.00,74.49
1774507576,14.32,10.80,2.51,72.36
1774507577,17.81,9.67,1.02,70.48
1774507578,1.25,2.99,0.00,73.07
1774507579,20.10,4.27,0.00,75.63
1774507580,17.13,9.07,2.02,71.54
1774507581,15.62,10.08,0.25,72.04
1774507582,1.50,3.76,0.00,73.43
1774507583,22.25,4.25,0.00,73.50
1774507584,13.89,11.36,1.77,72.73
1774507585,6.73,5.49,0.25,71.82
1774507586,14.71,4.24,0.00,73.57
1774507587,14.71,10.97,2.24,71.82
1774507588,14.71,7.48,2.00,75.56
1774507589,1.25,1.75,0.00,96.99
1774507590,3.53,4.28,0.00,91.94
1774507591,1.25,2.76,0.00,72.93
1774507592,21.00,5.50,0.00,73.50
1774507593,15.70,11.65,2.53,70.13
1774507594,18.59,8.29,1.76,71.11
1774507595,8.82,5.79,0.00,73.05
1774507596,8.75,5.25,0.25,74.75
1774507597,18.30,7.27,2.01,72.43
1774507598,11.14,8.10,0.00,73.42
1774507599,4.75,3.50,0.00,75.50
1774507600,21.55,5.76,0.00,72.43
1774507601,11.56,9.30,10.55,68.34
1774507602,4.00,3.50,0.00,73.25
1774507603,17.84,4.52,0.50,73.12
1774507605,6.97,3.48,0.25,89.05
1774507606,1.00,1.75,0.00,97.24
1774507607,0.75,1.25,0.00,97.74
1774507608,0.75,1.75,0.00,97.49
1774507609,1.00,1.50,0.00,97.51
1774507610,0.75,1.25,0.00,97.99
1774507611,0.75,1.75,0.00,97.49
1774507612,1.25,1.50,0.00,97.25
1774507613,0.75,2.00,0.00,97.25
1774507614,0.75,2.00,0.00,97.26
1774507615,0.75,1.25,0.00,97.99
1774507616,0.75,1.50,0.00,97.75
1774507617,1.00,1.75,0.00,97.25
1774507618,1.25,1.00,0.00,97.74
1774507619,0.50,1.50,0.00,97.51
1774507620,1.00,1.75,0.00,97.24
1774507621,1.01,1.51,0.00,97.48
1774507622,1.25,1.25,0.00,97.26
1774507623,1.00,1.50,0.00,97.49
1774507624,0.75,1.51,0.00,97.74
1774507625,0.76,1.01,0.00,98.24
1774507626,1.00,1.50,0.00,97.49
1774507627,0.50,1.51,0.25,97.73
1774507628,1.00,1.25,0.00,97.74
1774507629,1.00,1.75,0.00,97.25
1774507630,1.25,1.50,0.00,97.26
1774507631,1.01,1.76,0.00,97.24
1774507632,0.25,1.01,0.25,98.49
1774507633,0.75,1.50,7.27,90.48
1774507634,1.01,1.01,0.00,97.98
1774507635,0.75,1.51,0.00,97.74
1774507636,0.75,1.51,0.00,97.74
1774507637,0.75,1.01,0.00,98.24
1774507638,0.25,0.50,0.00,99.24
1774507639,0.75,1.24,0.00,97.76
1774507640,0.75,1.00,0.00,98.25
1774507641,0.75,1.01,0.00,98.24
1774507642,1.00,0.50,0.00,98.50
1774507643,0.50,0.50,0.00,98.74
